,zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move,lat,lon,customers_dlt_home,customers_dlt_job,customers_dlt_day,customers_dlt_move,nearest_mfc,logistic,mfc_chance,nearest_mfc_id,nearest_mfc_distance,metaInfo,predicted_customers_cnt_home,predicted_customers_cnt_job,predicted_customers_cnt_day,predicted_customers_cnt_move,mfc_chance_agreg,mfc_chance_balance
5917,90313,1202,251,503,33,55.603673904962854,37.69447557996839,429,21,-19,-4,1539.0468565846627,239,0.0,3066131,1539.0468565846627,Насление: 1235<br/><b>Прирост:</b> 1235<br/><b>Логистика:</b> 239<br/><b>Необходимость постройки учреждения:</b> 0.0,1631,272,484,29,1.9461645584629728,0.0
5918,90314,1869,509,1300,131,55.60366106852704,37.702409397635776,-469,-10,-105,-2,1070.8875727621532,967,0.0,3066131,1070.8875727621532,Насление: 2000<br/><b>Прирост:</b> 2000<br/><b>Логистика:</b> 967<br/><b>Необходимость постройки учреждения:</b> 0.0,1400,499,1195,129,2.320143129163973,0.0
5919,90315,6209,771,2510,209,55.60364771888605,37.7103432107136,1855,-100,181,-47,651.9759209499039,1921,0.0,3066131,651.975920952027,Насление: 6418<br/><b>Прирост:</b> 6418<br/><b>Логистика:</b> 1921<br/><b>Необходимость постройки учреждения:</b> 0.0,8064,671,2691,162,4.14151837793248,0.0
5920,90316,2781,610,1806,125,55.603633856048965,37.718277014104345,-39,-14,122,-10,451.09041747043335,1981,0.0,3066131,451.0904174686631,Насление: 2906<br/><b>Прирост:</b> 2906<br/><b>Логистика:</b> 1981<br/><b>Необходимость постройки учреждения:</b> 0.0,2742,596,1928,115,2.8501370932036663,0.0
5921,90317,6119,832,2322,195,55.60361948000493,37.7262108143306,1890,-29,12,-24,694.2836151555182,2063,0.0,3066131,694.2836151555182,Насление: 6314<br/><b>Прирост:</b> 6314<br/><b>Логистика:</b> 2063<br/><b>Необходимость постройки учреждения:</b> 0.0,8009,803,2334,171,4.125665808338821,0.0
5922,90318,4324,821,3099,289,55.6036045907615,37.73414460726324,-1383,-46,230,-39,1119.801976484299,2619,0.0,3066090,1119.801976484299,Насление: 4613<br/><b>Прирост:</b> 4613<br/><b>Логистика:</b> 2619<br/><b>Необходимость постройки учреждения:</b> 0.0,2941,775,3329,250,3.7698375711111844,0.0
5923,90319,3357,690,2015,224,55.603589188321656,37.7420783916781,-715,44,-22,-17,1514.1288569720612,2115,0.0,3066090,1514.1288569710014,Насление: 3581<br/><b>Прирост:</b> 3581<br/><b>Логистика:</b> 2115<br/><b>Необходимость постройки учреждения:</b> 0.0,2642,734,1993,207,3.2724151792970373,0.0
5924,90320,1724,252,751,100,55.60357327323682,37.75001216635452,-119,-13,-158,-9,1957.384002028447,899,0.0,3066090,1957.3840020280936,Насление: 1824<br/><b>Прирост:</b> 1824<br/><b>Логистика:</b> 899<br/><b>Необходимость постройки учреждения:</b> 0.0,1605,239,593,91,2.315388337836839,0.0
5925,90843,213,77,169,17,55.60789893548855,37.17873888285863,5,2,8,-1,6844.049437761757,120,4.0,3066122,6844.049437761757,Насление: 230<br/><b>Прирост:</b> 230<br/><b>Логистика:</b> 120<br/><b>Необходимость постройки учреждения:</b> 4.0,218,79,177,16,2.770142268637283,4.0
5926,90844,205,42,108,6,55.60791945980046,37.186673483578545,36,-3,-10,-1,6344.607239901436,86,4.0,3066122,6344.60723990192,Насление: 211<br/><b>Прирост:</b> 211<br/><b>Логистика:</b> 86<br/><b>Необходимость постройки учреждения:</b> 4.0,241,39,98,5,2.6169602085932553,4.0
5927,90845,272,81,145,6,55.60793947193715,37.19460809439447,63,-9,-36,-2,5845.271805219054,144,4.0,3066122,5845.271805219054,Насление: 278<br/><b>Прирост:</b> 278<br/><b>Логистика:</b> 144<br/><b>Необходимость постройки учреждения:</b> 4.0,335,72,109,4,2.545333640993915,4.0
5928,90846,425,62,203,7,55.60795897080085,37.20254271505947,148,-11,-3,-1,5346.073094132653,97,4.0,3066122,5346.073094132653,Насление: 432<br/><b>Прирост:</b> 432<br/><b>Логистика:</b> 97<br/><b>Необходимость постройки учреждения:</b> 4.0,573,51,200,6,2.4752846035373097,4.0
5929,90847,252,70,256,13,55.60797795639248,37.21047734628613,-59,-3,17,-3,4847.053329068992,82,3.96941066581371,3066122,4847.053329068548,Насление: 265<br/><b>Прирост:</b> 265<br/><b>Логистика:</b> 82<br/><b>Необходимость постройки учреждения:</b> 3.96941066581371,193,67,273,10,2.3063960954976164,3.96941066581371
5930,90848,161,53,169,5,55.6079964287061,37.21841198588167,-76,1,-9,-1,4348.274304955414,87,3.869654860991083,3066122,4348.274304955415,Насление: 166<br/><b>Прирост:</b> 166<br/><b>Логистика:</b> 87<br/><b>Необходимость постройки учреждения:</b> 3.869654860991083,85,54,160,4,2.136376325247022,3.869654860991083
5931,90849,582,65,218,11,55.60801438719886,37.226346636499365,217,-2,-30,-2,3849.8294388654854,103,3.7699658877731412,3066122,3849.8294388657064,Насление: 593<br/><b>Прирост:</b> 593<br/><b>Логистика:</b> 103<br/><b>Необходимость постройки учреждения:</b> 3.7699658877731412,799,63,188,9,2.1695481798726846,3.7699658877731412
5932,90850,743,125,315,14,55.608031832957174,37.234281294001796,283,3,-34,-4,3351.8681459783324,118,3.6604981722610304,3066122,3351.868145978864,Насление: 757<br/><b>Прирост:</b> 757<br/><b>Логистика:</b> 118<br/><b>Необходимость постройки учреждения:</b> 3.6604981722610304,1026,128,281,10,2.1387756022757167,3.6604981722610304
5933,90851,403,50,140,28,55.608048765436074,37.24221596007392,92,-10,-28,2,2854.643379919284,113,3.527904901311809,3066122,2854.643379919284,Насление: 431<br/><b>Прирост:</b> 431<br/><b>Логистика:</b> 113<br/><b>Необходимость постройки учреждения:</b> 3.527904901311809,495,40,112,30,1.8596657469359401,3.527904901311809
5934,90852,890,142,378,8,55.60806518463436,37.25015063445982,307,-27,-53,-1,2358.621060337966,220,3.395632282756791,3066122,2358.621060337966,Насление: 898<br/><b>Прирост:</b> 898<br/><b>Логистика:</b> 220<br/><b>Необходимость постройки учреждения:</b> 3.395632282756791,1197,115,325,7,1.976845126084274,3.395632282756791
5935,90853,307,32,103,3,55.608081090552815,37.258085317872094,111,-5,-19,-1,1864.7610016803167,116,3.0,3066122,1864.7610016808476,Насление: 310<br/><b>Прирост:</b> 310<br/><b>Логистика:</b> 116<br/><b>Необходимость постройки учреждения:</b> 3.0,418,27,84,2,1.5868174015440788,3.0
5936,90854,205,107,195,5,55.608096483186465,37.26602000811793,-86,-16,-46,0,1375.3946687861373,285,3.0,3066122,1375.394668786137,Насление: 210<br/><b>Прирост:</b> 210<br/><b>Логистика:</b> 285<br/><b>Необходимость постройки учреждения:</b> 3.0,119,91,149,5,1.4987823876482644,3.0
5937,90855,172,223,349,7,55.60811136253978,37.27395470784681,-64,-8,9,0,897.8996644832015,320,3.0,3066122,897.8996644823175,Насление: 179<br/><b>Прирост:</b> 179<br/><b>Логистика:</b> 320<br/><b>Необходимость постройки учреждения:</b> 3.0,108,215,358,7,1.460514337390534,3.0
5938,90856,588,453,680,10,55.60812572860442,37.281889412929004,67,36,21,-3,469.9726953416424,501,3.0,3066122,469.97269534022604,Насление: 598<br/><b>Прирост:</b> 598<br/><b>Логистика:</b> 501<br/><b>Необходимость постройки учреждения:</b> 3.0,655,489,701,7,1.6566318277927676,3.0
5939,90857,982,409,993,27,55.60813958138314,37.28982412504555,125,-85,83,-3,368.3232420884038,836,3.0,3066122,368.32324208699004,Насление: 1009<br/><b>Прирост:</b> 1009<br/><b>Логистика:</b> 836<br/><b>Необходимость постройки учреждения:</b> 3.0,1107,324,1076,24,1.8736137816860072,3.0
5940,90858,1696,332,1121,42,55.60815292087492,37.29775884394053,457,-76,62,-4,742.0155558987531,523,3.0,3066122,742.0155558973382,Насление: 1738<br/><b>Прирост:</b> 1738<br/><b>Логистика:</b> 523<br/><b>Необходимость постройки учреждения:</b> 3.0,2153,256,1183,38,2.11135662282578,3.0
5941,90859,906,146,435,32,55.6081657470804,37.30569357032653,91,-19,-96,-8,1210.6403003099638,417,3.0,3066122,1210.64030030961,Насление: 938<br/><b>Прирост:</b> 938<br/><b>Логистика:</b> 417<br/><b>Необходимость постройки учреждения:</b> 3.0,997,127,339,24,1.7441442103738152,3.0
5942,90860,846,191,422,46,55.60817805999557,37.31362830201071,113,5,-94,0,1697.306856815981,228,3.0,3066122,1697.306856815981,Насление: 892<br/><b>Прирост:</b> 892<br/><b>Логистика:</b> 228<br/><b>Необходимость постройки учреждения:</b> 3.0,959,196,328,46,1.8182264559668757,3.0
5943,90861,369,191,409,18,55.608189858527524,37.32156304164757,-147,-4,-19,1,2021.2925432401325,188,0.7866328137904947,62767421,2021.2925432397788,Насление: 387<br/><b>Прирост:</b> 387<br/><b>Логистика:</b> 188<br/><b>Необходимость постройки учреждения:</b> 0.7866328137904947,222,187,390,19,1.7396641526358954,0.7866328137904947
5944,90862,516,247,505,22,55.60820114486253,37.32949778509713,43,-9,38,-5,1641.7017350789438,217,0.48095480225988696,62767421,1641.7017350775295,Насление: 538<br/><b>Прирост:</b> 538<br/><b>Логистика:</b> 217<br/><b>Необходимость постройки учреждения:</b> 0.48095480225988696,559,238,543,17,1.756400215370015,0.48095480225988696
5945,90863,160,69,139,9,55.60821191790637,37.33743253404565,-73,-10,-35,-1,1343.4595565571178,148,0.48095480225988696,62767421,1343.4595565567645,Насление: 169<br/><b>Прирост:</b> 169<br/><b>Логистика:</b> 148<br/><b>Необходимость постройки учреждения:</b> 0.48095480225988696,87,59,104,8,1.4299844925266831,0.48095480225988696
5946,90864,356,171,316,34,55.60822217765827,37.34536728823724,-234,-10,-78,-2,1189.4203308124718,172,0.48095480225988696,62767421,1189.4203308124718,Насление: 390<br/><b>Прирост:</b> 390<br/><b>Логистика:</b> 172<br/><b>Необходимость постройки учреждения:</b> 0.48095480225988696,122,161,238,32,1.4935591506068573,0.48095480225988696
5947,90865,1281,209,452,44,55.60823192412098,37.35330205032135,373,13,-54,-2,1234.785946964956,307,0.48095480225988696,62767421,1234.7859469642497,Насление: 1325<br/><b>Прирост:</b> 1325<br/><b>Логистика:</b> 307<br/><b>Необходимость постройки учреждения:</b> 0.48095480225988696,1654,222,398,42,1.8777646164944861,0.48095480225988696
5948,90866,901,201,531,45,55.608241157284496,37.36123681229439,-267,0,-80,-7,1461.099003499134,564,0.48095480225988696,62767421,1461.0990034987808,Насление: 946<br/><b>Прирост:</b> 946<br/><b>Логистика:</b> 564<br/><b>Необходимость постройки учреждения:</b> 0.48095480225988696,634,201,451,38,1.838143608641007,0.48095480225988696
5949,90867,662,134,396,28,55.60824987715844,37.36917158261661,7,-10,24,-3,1801.4059379721564,133,0.48095480225988696,62767421,1801.4059379725093,Насление: 690<br/><b>Прирост:</b> 690<br/><b>Логистика:</b> 133<br/><b>Необходимость постройки учреждения:</b> 0.48095480225988696,669,124,420,25,1.7519325083661181,0.48095480225988696
5950,90868,161,83,132,21,55.60825808373557,37.37710635522134,-26,2,-2,0,2203.5097050800987,110,0.8352240569479132,62767421,2203.5097050800987,Насление: 182<br/><b>Прирост:</b> 182<br/><b>Логистика:</b> 110<br/><b>Необходимость постройки учреждения:</b> 0.8352240569479132,135,85,130,21,1.641190311535882,0.8352240569479132
5951,90869,159,53,166,13,55.60826577701757,37.385041131789606,-65,-8,12,-2,2639.315374542713,115,0.9514389021379438,62767421,2639.315374542713,Насление: 172<br/><b>Прирост:</b> 172<br/><b>Логистика:</b> 115<br/><b>Необходимость постройки учреждения:</b> 0.9514389021379438,94,45,178,11,1.7401449738283614,0.9514389021379438
5952,90870,117,28,108,8,55.608272957003905,37.39297591206547,-43,-6,2,0,3094.617158236491,95,1.072852711123093,62767421,3094.617158237022,Насление: 125<br/><b>Прирост:</b> 125<br/><b>Логистика:</b> 95<br/><b>Необходимость постройки учреждения:</b> 1.072852711123093,74,22,110,8,1.8146159082287239,1.072852711123093
5953,90871,101,104,196,6,55.60827962369402,37.40091069579304,-89,-16,-6,-1,3561.9466956052333,140,1.1933441413808628,62767421,3561.946695604879,Насление: 107<br/><b>Прирост:</b> 107<br/><b>Логистика:</b> 140<br/><b>Необходимость постройки учреждения:</b> 1.1933441413808628,12,88,190,5,1.9633737923164496,1.1933441413808628
5954,90872,250,128,186,2,55.608285777089655,37.4088454856218,17,-1,-35,-1,4037.129410771299,119,1.2883806844141468,62767421,4037.129410771299,Насление: 252<br/><b>Прирост:</b> 252<br/><b>Логистика:</b> 119<br/><b>Необходимость постройки учреждения:</b> 1.2883806844141468,267,127,151,1,2.1200596309995943,1.2883806844141468
5955,90873,196,121,221,2,55.608291417184546,37.416780273548135,5,-1,11,-1,4517.687526400343,97,1.3844923075400262,62767421,4517.687526400697,Насление: 198<br/><b>Прирост:</b> 198<br/><b>Логистика:</b> 97<br/><b>Необходимость постройки учреждения:</b> 1.3844923075400262,201,120,232,1,2.226918304268061,1.3844923075400262
5956,90874,288,120,180,6,55.608296543984565,37.42471506803228,114,9,7,-1,4272.983818129577,92,2.876367596959602,3066091,4272.983818131345,Насление: 294<br/><b>Прирост:</b> 294<br/><b>Логистика:</b> 92<br/><b>Необходимость постройки учреждения:</b> 2.876367596959602,402,129,187,5,2.194067679636512,2.876367596959602
5957,90875,415,127,248,9,55.608301157485506,37.432649863007576,141,-20,-6,-1,3921.442439755188,132,2.8060593212843705,3066091,3921.442439755188,Насление: 424<br/><b>Прирост:</b> 424<br/><b>Логистика:</b> 132<br/><b>Необходимость постройки учреждения:</b> 2.8060593212843705,556,107,242,8,2.1669603714440155,2.8060593212843705
5958,90876,529,202,273,13,55.60830525768826,37.44058466015503,123,-20,-63,1,3605.158808978328,392,2.742802595128857,3066091,3605.15880897762,Насление: 542<br/><b>Прирост:</b> 542<br/><b>Логистика:</b> 392<br/><b>Необходимость постройки учреждения:</b> 2.742802595128857,652,182,210,14,2.1967239428745007,2.742802595128857
5959,90877,795,546,581,35,55.60830884459258,37.44851945921871,316,40,-63,2,3334.1818317247053,540,2.677552655126588,3066091,3334.1818317247053,Насление: 830<br/><b>Прирост:</b> 830<br/><b>Логистика:</b> 540<br/><b>Необходимость постройки учреждения:</b> 2.677552655126588,1111,586,518,37,2.4211155048072945,2.677552655126588
5960,90878,456,291,598,25,55.60831191819891,37.45645426187965,-355,-22,-71,1,3120.3374745990473,402,2.620527493226412,3066091,3120.337474599047,Насление: 481<br/><b>Прирост:</b> 481<br/><b>Логистика:</b> 402<br/><b>Необходимость постройки учреждения:</b> 2.620527493226412,101,269,527,26,2.10976926207562,2.620527493226412
5961,90879,1311,432,868,26,55.60831447850581,37.46438906497654,519,11,65,2,2975.96759116153,509,2.5820288576425083,3066091,2975.967591159408,Насление: 1337<br/><b>Прирост:</b> 1337<br/><b>Логистика:</b> 509<br/><b>Необходимость постройки учреждения:</b> 2.5820288576425083,1830,443,933,28,2.5261267113256425,2.5820288576425083
5962,90880,941,500,880,20,55.60831652551329,37.47232386825346,243,-34,66,-2,2633.7592576767274,745,2.576532850658239,870179093,2633.7592576767274,Насление: 961<br/><b>Прирост:</b> 961<br/><b>Логистика:</b> 745<br/><b>Необходимость постройки учреждения:</b> 2.576532850658239,1184,466,946,18,2.3920160104681196,2.576532850658239
5963,90881,1296,1609,2278,55,55.60831805922156,37.48025867242296,139,-74,166,0,2208.6291110435113,1215,2.4631648115560476,870179093,2208.6291110435113,Насление: 1351<br/><b>Прирост:</b> 1351<br/><b>Логистика:</b> 1215<br/><b>Необходимость постройки учреждения:</b> 2.4631648115560476,1435,1535,2444,55,3.086298387917584,2.4631648115560476
5964,90882,835,1092,1918,54,55.6083190796305,37.488193477229174,-601,-115,124,-2,1821.9595888560773,1001,2.1075303819444446,870179093,1821.9595888553704,Насление: 889<br/><b>Прирост:</b> 889<br/><b>Логистика:</b> 1001<br/><b>Необходимость постройки учреждения:</b> 2.1075303819444446,234,977,2042,52,2.5271944462797595,2.1075303819444446
5965,90883,584,188,320,43,55.608319586740045,37.49612828241611,88,-42,-32,0,1503.7188683627976,410,2.1075303819444446,870179093,1503.7188683627976,Насление: 627<br/><b>Прирост:</b> 627<br/><b>Логистика:</b> 410<br/><b>Необходимость постройки учреждения:</b> 2.1075303819444446,672,146,288,43,1.7263356011219377,2.1075303819444446
5966,90884,667,407,666,49,55.60831958055,37.50406309257025,-91,-26,-25,-6,1304.9687554145048,353,2.1075303819444446,870179093,1304.9687554145048,Насление: 716<br/><b>Прирост:</b> 716<br/><b>Логистика:</b> 353<br/><b>Необходимость постройки учреждения:</b> 2.1075303819444446,576,381,641,43,1.801744988354288,2.1075303819444446
5967,90885,1740,678,1231,97,55.60831906106056,37.511997895814034,118,-49,-73,-13,1282.5195646896989,1005,2.1075303819444446,870179093,1282.519564687578,Насление: 1837<br/><b>Прирост:</b> 1837<br/><b>Логистика:</b> 1005<br/><b>Необходимость постройки учреждения:</b> 2.1075303819444446,1858,629,1158,84,2.4321298508835056,2.1075303819444446
5968,90886,3148,205,792,84,55.60831802827134,37.519932702544715,1244,-35,-115,-20,946.9754697776325,1154,1.1470666666666665,170690743,946.9754697781624,Насление: 3232<br/><b>Прирост:</b> 3232<br/><b>Логистика:</b> 1154<br/><b>Необходимость постройки учреждения:</b> 1.1470666666666665,4392,170,677,64,2.6322603520142804,1.1470666666666665
5969,90887,3430,724,1461,109,55.60831648218344,37.52786750475862,786,27,-166,-20,448.9012483951667,1750,1.1470666666666665,170690743,448.9012483951667,Насление: 3539<br/><b>Прирост:</b> 3539<br/><b>Логистика:</b> 1750<br/><b>Необходимость постройки учреждения:</b> 1.1470666666666665,4216,751,1295,89,2.9577689275583934,1.1470666666666665
5970,90888,6179,647,1983,176,55.60831442279546,37.5358023099476,2354,-124,-233,9,80.00874485565923,2131,1.1470666666666665,170690743,80.0087448545986,Насление: 6355<br/><b>Прирост:</b> 6355<br/><b>Логистика:</b> 2131<br/><b>Необходимость постройки учреждения:</b> 1.1470666666666665,8533,523,1750,185,3.899669351629149,1.1470666666666665
5971,90889,6099,433,1557,186,55.608311850108464,37.543737113013385,2460,-70,-369,-18,558.0592295938824,1355,1.1470666666666665,170690743,558.0592295938824,Насление: 6285<br/><b>Прирост:</b> 6285<br/><b>Логистика:</b> 1355<br/><b>Необходимость постройки учреждения:</b> 1.1470666666666665,8559,363,1188,168,3.659726100284582,1.1470666666666665
5972,90890,2118,188,883,83,55.60830876412208,37.551671915637,456,-13,-4,7,1056.6922308422268,930,1.1470666666666665,170690743,1056.6922308422268,Насление: 2201<br/><b>Прирост:</b> 2201<br/><b>Логистика:</b> 930<br/><b>Необходимость постройки учреждения:</b> 1.1470666666666665,2574,175,879,90,2.302982503684147,1.1470666666666665
5973,90891,704,126,377,25,55.608305164838626,37.55960671272018,15,-13,-31,-5,1556.2473048628879,341,1.1470666666666665,170690743,1556.2473048629322,Насление: 729<br/><b>Прирост:</b> 729<br/><b>Логистика:</b> 341<br/><b>Необходимость постройки учреждения:</b> 1.1470666666666665,719,113,346,20,1.739772248167867,1.1470666666666665
5974,90892,847,185,355,39,55.608301052254866,37.5675415117548,126,-7,-73,-5,2056.052751090268,353,1.4620140669572925,170690743,2056.0527510898482,Насление: 886<br/><b>Прирост:</b> 886<br/><b>Логистика:</b> 353<br/><b>Необходимость постройки учреждения:</b> 1.4620140669572925,973,178,282,34,1.9164538184826247,1.4620140669572925
5975,90893,2948,326,992,147,55.60829642637511,37.57547630473716,720,-6,-107,0,2076.896539160052,1627,0.3205057437760138,1029839581,2076.896539160052,Насление: 3095<br/><b>Прирост:</b> 3095<br/><b>Логистика:</b> 1627<br/><b>Необходимость постройки учреждения:</b> 0.3205057437760138,3668,320,885,147,3.0015040798673893,0.3205057437760138
5976,90894,5060,526,1507,190,55.60829128719514,37.58341109915911,1671,-53,-284,9,1592.5079881298684,1789,0.0,1029839581,1592.5079881298684,Насление: 5250<br/><b>Прирост:</b> 5250<br/><b>Логистика:</b> 1789<br/><b>Необходимость постройки учреждения:</b> 0.0,6731,473,1223,199,3.6945365496901545,0.0
5977,90895,8119,806,2821,257,55.60828563471818,37.5913458899224,2802,25,77,-20,1121.9642605702047,2220,0.0,1029839581,1121.9642605702063,Насление: 8376<br/><b>Прирост:</b> 8376<br/><b>Логистика:</b> 2220<br/><b>Необходимость постройки учреждения:</b> 0.0,10921,831,2898,237,4.990213204314353,0.0
5978,90896,4076,1494,2928,218,55.60827946894325,37.599280678708034,-562,-206,-549,-10,694.0210071104233,2974,0.0,1029839581,694.02100711113,Насление: 4294<br/><b>Прирост:</b> 4294<br/><b>Логистика:</b> 2974<br/><b>Необходимость постройки учреждения:</b> 0.0,3514,1288,2379,208,3.78593419024931,0.0
5979,90897,1027,1726,2493,66,55.60827278987481,37.6072154604178,-784,28,76,-15,452.4001049996994,2087,0.0,1029839581,452.4001049996994,Насление: 1093<br/><b>Прирост:</b> 1093<br/><b>Логистика:</b> 2087<br/><b>Необходимость постройки учреждения:</b> 0.0,243,1754,2569,51,2.7836555090043786,0.0
5980,90898,2776,1332,2198,69,55.6082655975068,37.61515024254349,930,-30,97,-15,654.0684242329983,1712,0.0,1029839581,654.0684242329983,Насление: 2845<br/><b>Прирост:</b> 2845<br/><b>Логистика:</b> 1712<br/><b>Необходимость постройки учреждения:</b> 0.0,3706,1302,2295,54,3.194436156395131,0.0
5981,90899,558,321,596,32,55.60825789184676,37.62308501708149,-32,-77,-20,1,1072.885714258784,708,0.0,1029839581,1072.885714258784,Насление: 590<br/><b>Прирост:</b> 590<br/><b>Логистика:</b> 708<br/><b>Необходимость постройки учреждения:</b> 0.0,526,244,576,33,1.766308377533822,0.0
5982,90900,825,500,619,49,55.60824967288769,37.6310197915236,203,8,-62,-2,1540.941652209161,422,0.0,1029839581,1540.941652209161,Насление: 874<br/><b>Прирост:</b> 874<br/><b>Логистика:</b> 422<br/><b>Необходимость постройки учреждения:</b> 0.0,1028,508,557,47,1.9577867109912523,0.0
5983,90901,580,663,857,68,55.60824094063379,37.638954561740064,-131,-84,-161,5,2024.3659196600838,427,0.3064975785760223,1029839581,2024.3659196600838,Насление: 648<br/><b>Прирост:</b> 648<br/><b>Логистика:</b> 427<br/><b>Необходимость постройки учреждения:</b> 0.3064975785760223,449,579,696,73,2.0539171981406312,0.3064975785760223
5984,90902,958,615,803,42,55.60823169508685,37.64688932650649,89,6,-146,-11,2514.309426131137,495,0.43714918030151867,1029839581,2514.309426130695,Насление: 1000<br/><b>Прирост:</b> 1000<br/><b>Логистика:</b> 495<br/><b>Необходимость постройки учреждения:</b> 0.43714918030151867,1047,621,657,31,2.2826872561640323,0.43714918030151867
5985,90903,1251,432,739,35,55.60822193625015,37.65482408363008,446,-8,16,0,2886.993929543073,484,2.2706181342976217,3066103,2886.99392954201,Насление: 1286<br/><b>Прирост:</b> 1286<br/><b>Логистика:</b> 484<br/><b>Необходимость постройки учреждения:</b> 2.2706181342976217,1697,424,755,35,2.439254671343736,2.2706181342976217
5986,90904,571,290,534,31,55.608211664115885,37.66275883963416,17,-33,6,1,2907.3503505546228,371,2.276046513234601,3066103,2907.350350555683,Насление: 602<br/><b>Прирост:</b> 602<br/><b>Логистика:</b> 371<br/><b>Необходимость постройки учреждения:</b> 2.276046513234601,588,257,540,32,2.1171409336429656,2.276046513234601
5987,90905,605,137,257,16,55.60820087869485,37.67069358651511,172,-20,-35,-4,3011.772924018291,114,2.30389253282463,3066103,3011.772924018291,Насление: 621<br/><b>Прирост:</b> 621<br/><b>Логистика:</b> 114<br/><b>Необходимость постройки учреждения:</b> 2.30389253282463,777,117,222,12,1.9976797224062246,2.30389253282463
5988,90906,251,221,367,36,55.60818957997726,37.67862833176473,-190,7,-5,1,2648.2307610025377,151,0.4728615362673434,3066131,2648.2307610025377,Насление: 287<br/><b>Прирост:</b> 287<br/><b>Логистика:</b> 151<br/><b>Необходимость постройки учреждения:</b> 0.4728615362673434,61,228,362,37,1.8511294205353592,0.4728615362673434
5989,90907,414,93,180,13,55.60817776906543,37.686563071258476,97,3,-30,-3,2188.8317571633843,212,0.35035513524356915,3066131,2188.8317571633843,Насление: 427<br/><b>Прирост:</b> 427<br/><b>Логистика:</b> 212<br/><b>Необходимость постройки учреждения:</b> 0.35035513524356915,511,96,150,10,1.7450216590685903,0.35035513524356915
5990,90908,4858,548,2187,165,55.608165443768904,37.69449780376182,949,19,190,-7,1751.850752581009,2763,0.0,3066131,1751.8507525803027,Насление: 5023<br/><b>Прирост:</b> 5023<br/><b>Логистика:</b> 2763<br/><b>Необходимость постройки учреждения:</b> 0.0,5807,567,2377,158,4.054016082409268,0.0
5991,90909,5401,732,2709,176,55.60815260518674,37.70243252805536,1241,-133,232,-23,1359.0864266383253,1848,0.0,3066131,1359.0864266376186,Насление: 5577<br/><b>Прирост:</b> 5577<br/><b>Логистика:</b> 1848<br/><b>Необходимость постройки учреждения:</b> 0.0,6642,599,2941,153,4.062391500960473,0.0
5992,90910,5692,891,2228,165,55.60813925331354,37.71036724775704,1828,73,50,-27,1060.8431595900597,1967,0.0,3066131,1060.8431595897057,Насление: 5857<br/><b>Прирост:</b> 5857<br/><b>Логистика:</b> 1967<br/><b>Необходимость постройки учреждения:</b> 0.0,7520,964,2278,138,4.081943690199282,0.0
5993,90911,2660,1561,3151,160,55.60812538815852,37.71830195776868,-1495,-293,-321,-22,950.6829418001088,2543,0.0,3066131,950.6829418001087,Насление: 2820<br/><b>Прирост:</b> 2820<br/><b>Логистика:</b> 2543<br/><b>Необходимость постройки учреждения:</b> 0.0,1165,1268,2830,138,3.3675068865850677,0.0
5994,90912,9927,1356,4105,302,55.60811100971068,37.7262366646136,3792,-8,328,15,1087.3569376601336,3016,0.0,3066131,1087.3569376611954,Насление: 10229<br/><b>Прирост:</b> 10229<br/><b>Логистика:</b> 3016<br/><b>Необходимость постройки учреждения:</b> 0.0,13719,1348,4433,317,6.195312136471949,0.0
5995,90913,6669,791,2285,211,55.60809611797764,37.734171364162044,2281,22,-68,-27,1400.3675739666196,1802,0.0,3066131,1400.3675739666194,Насление: 6880<br/><b>Прирост:</b> 6880<br/><b>Логистика:</b> 1802<br/><b>Необходимость постройки учреждения:</b> 0.0,8950,813,2217,184,4.390123820785057,0.0
5996,90914,5383,570,1980,236,55.608080712962376,37.74210605518969,1780,-80,100,11,1655.0412851062383,1702,0.5076990740740741,144557085,1655.0412851069461,Насление: 5619<br/><b>Прирост:</b> 5619<br/><b>Логистика:</b> 1702<br/><b>Необходимость постройки учреждения:</b> 0.5076990740740741,7163,490,2080,247,3.9549416687758536,0.5076990740740741
5997,90915,4980,864,2361,281,55.60806479466815,37.75004073647219,-228,-60,-292,-18,1695.5331636060087,1509,0.5076990740740741,144557085,1695.5331636053022,Насление: 5261<br/><b>Прирост:</b> 5261<br/><b>Логистика:</b> 1509<br/><b>Необходимость постройки учреждения:</b> 0.5076990740740741,4752,804,2069,263,3.707734724471355,0.5076990740740741
5998,90916,1138,176,470,89,55.608048363088216,37.75797541162746,67,1,-22,4,1873.670261532574,635,0.5076990740740741,144557085,1873.670261532574,Насление: 1227<br/><b>Прирост:</b> 1227<br/><b>Логистика:</b> 635<br/><b>Необходимость постройки учреждения:</b> 0.5076990740740741,1205,177,448,93,2.047452868290636,0.5076990740740741
5999,91436,202,47,154,9,55.61241095415672,37.186637672460414,-2,2,10,-2,6338.350153044908,84,4.0,3066122,6338.3501530449275,Насление: 211<br/><b>Прирост:</b> 211<br/><b>Логистика:</b> 84<br/><b>Необходимость постройки учреждения:</b> 4.0,200,49,164,7,2.6254561964188055,4.0
