,cell_zid,area_peresechenia_s_admzone_kv.km,adm_zid,adm_name,okrug_name,sub_ter
5790,83074,1.65705956,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5791,83075,2.5006816,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5792,83076,2.27770089,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5793,83076,0.22298079,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5794,83077,2.23518002,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5795,83077,0.26550017,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5796,83078,1.7709954399999999,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5797,83078,0.7275446099999999,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5798,83079,1.37539475,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5799,83079,0.06450171,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5800,83635,2.5006494200000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
5801,83636,2.49974849,227,Марушкинское,Новомосковский административный округ,Новая Москва
5802,83636,0.0009014499999999999,228,Первомайское,Троицкий административный округ,Новая Москва
5803,83637,1.82899971,227,Марушкинское,Новомосковский административный округ,Новая Москва
5804,83637,0.6716489,228,Первомайское,Троицкий административный округ,Новая Москва
5805,83638,1.9288565400000002,228,Первомайское,Троицкий административный округ,Новая Москва
5806,83638,0.5717935199999999,227,Марушкинское,Новомосковский административный округ,Новая Москва
5807,83639,2.50065509,228,Первомайское,Троицкий административный округ,Новая Москва
5808,83640,2.50065578,228,Первомайское,Троицкий административный округ,Новая Москва
5809,83641,1.73128183,228,Первомайское,Троицкий административный округ,Новая Москва
5810,83641,0.76937492,227,Марушкинское,Новомосковский административный округ,Новая Москва
5811,83642,1.37275004,228,Первомайское,Троицкий административный округ,Новая Москва
5812,83642,1.12790811,227,Марушкинское,Новомосковский административный округ,Новая Москва
5813,83643,2.21380315,227,Марушкинское,Новомосковский административный округ,Новая Москва
5814,83643,0.28685559,228,Первомайское,Троицкий административный округ,Новая Москва
5815,83644,2.27000964,227,Марушкинское,Новомосковский административный округ,Новая Москва
5816,83644,0.23065027999999999,228,Первомайское,Троицкий административный округ,Новая Москва
5817,83645,1.7832408,228,Первомайское,Троицкий административный округ,Новая Москва
5818,83645,0.7174205800000001,227,Марушкинское,Новомосковский административный округ,Новая Москва
5819,83646,1.8511199100000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
5820,83646,0.64954335,228,Первомайское,Троицкий административный округ,Новая Москва
5821,83647,2.50066435,227,Марушкинское,Новомосковский административный округ,Новая Москва
5822,83648,2.50066434,227,Марушкинское,Новомосковский административный округ,Новая Москва
5823,83649,2.50066658,227,Марушкинское,Новомосковский административный округ,Новая Москва
5824,83650,2.5006669699999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
5825,83651,2.34027174,227,Марушкинское,Новомосковский административный округ,Новая Москва
5826,83651,0.16039589,246,Филимонковское,Новомосковский административный округ,Новая Москва
5827,83652,1.4767942699999999,246,Филимонковское,Новомосковский административный округ,Новая Москва
5828,83652,1.02387399,227,Марушкинское,Новомосковский административный округ,Новая Москва
5829,83653,2.44743748,227,Марушкинское,Новомосковский административный округ,Новая Москва
5830,83653,0.05323214,246,Филимонковское,Новомосковский административный округ,Новая Москва
5831,83654,2.5006705,227,Марушкинское,Новомосковский административный округ,Новая Москва
5832,83655,2.50067088,227,Марушкинское,Новомосковский административный округ,Новая Москва
5833,83656,2.31053138,227,Марушкинское,Новомосковский административный округ,Новая Москва
5834,83656,0.19014061000000002,246,Филимонковское,Новомосковский административный округ,Новая Москва
5835,83657,1.4412922099999999,246,Филимонковское,Новомосковский административный округ,Новая Москва
5836,83657,1.05938073,227,Марушкинское,Новомосковский административный округ,Новая Москва
5837,83658,2.50067353,246,Филимонковское,Новомосковский административный округ,Новая Москва
5838,83659,2.50067425,246,Филимонковское,Новомосковский административный округ,Новая Москва
5839,83660,2.50067525,246,Филимонковское,Новомосковский административный округ,Новая Москва
5840,83661,2.50067621,246,Филимонковское,Новомосковский административный округ,Новая Москва
5841,83662,2.50067623,246,Филимонковское,Новомосковский административный округ,Новая Москва
5842,83663,2.5006768299999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5843,83664,2.5006775500000002,246,Филимонковское,Новомосковский административный округ,Новая Москва
5844,83665,2.50067824,246,Филимонковское,Новомосковский административный округ,Новая Москва
5845,83666,2.50067874,246,Филимонковское,Новомосковский административный округ,Новая Москва
5846,83667,2.50067922,246,Филимонковское,Новомосковский административный округ,Новая Москва
5847,83668,1.8914384899999999,246,Филимонковское,Новомосковский административный округ,Новая Москва
5848,83668,0.60924178,238,Сосенское,Новомосковский административный округ,Новая Москва
5849,83669,2.45471644,238,Сосенское,Новомосковский административный округ,Новая Москва
5850,83669,0.04596394,246,Филимонковское,Новомосковский административный округ,Новая Москва
5851,83670,2.50068046,238,Сосенское,Новомосковский административный округ,Новая Москва
5852,83671,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
5853,83672,2.5006811300000003,238,Сосенское,Новомосковский административный округ,Новая Москва
5854,83673,2.50068142,238,Сосенское,Новомосковский административный округ,Новая Москва
5855,83674,2.50068168,238,Сосенское,Новомосковский административный округ,Новая Москва
5856,83675,2.5006825200000002,238,Сосенское,Новомосковский административный округ,Новая Москва
5857,83676,2.50068211,238,Сосенское,Новомосковский административный округ,Новая Москва
5858,83677,2.50068259,238,Сосенское,Новомосковский административный округ,Новая Москва
5859,83678,2.50068242,238,Сосенское,Новомосковский административный округ,Новая Москва
5860,83679,2.5006825200000002,238,Сосенское,Новомосковский административный округ,Новая Москва
5861,83680,2.5006826,238,Сосенское,Новомосковский административный округ,Новая Москва
5862,83681,2.5006826500000003,238,Сосенское,Новомосковский административный округ,Новая Москва
5863,83682,2.50068419,238,Сосенское,Новомосковский административный округ,Новая Москва
5864,83683,2.50068204,238,Сосенское,Новомосковский административный округ,Новая Москва
5865,83684,2.50068321,238,Сосенское,Новомосковский административный округ,Новая Москва
5866,83685,2.50028502,238,Сосенское,Новомосковский административный округ,Новая Москва
5867,83685,0.00039689,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5868,83686,2.3428279,238,Сосенское,Новомосковский административный округ,Новая Москва
5869,83686,0.15785512000000002,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5870,83687,2.50068258,238,Сосенское,Новомосковский административный округ,Новая Москва
5871,83688,2.49171028,238,Сосенское,Новомосковский административный округ,Новая Москва
5872,83688,0.00897152,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5873,83689,0.48621107,238,Сосенское,Новомосковский административный округ,Новая Москва
5874,83689,2.01447115,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5875,83690,2.32579056,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5876,83690,0.17489171999999997,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5877,83691,2.50068081,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5878,83692,2.50068173,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5879,83693,1.5551227799999998,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5880,83693,0.38041455,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5881,84246,1.7182668700000001,227,Марушкинское,Новомосковский административный округ,Новая Москва
5882,84247,2.5006485,227,Марушкинское,Новомосковский административный округ,Новая Москва
5883,84248,2.50064993,227,Марушкинское,Новомосковский административный округ,Новая Москва
5884,84249,2.50065086,227,Марушкинское,Новомосковский административный округ,Новая Москва
5885,84250,2.49959283,227,Марушкинское,Новомосковский административный округ,Новая Москва
5886,84250,0.00105894,228,Первомайское,Троицкий административный округ,Новая Москва
5887,84251,1.8105280300000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
5888,84251,0.6901219100000001,228,Первомайское,Троицкий административный округ,Новая Москва
5889,84252,1.9399856899999999,228,Первомайское,Троицкий административный округ,Новая Москва
5890,84252,0.56066752,227,Марушкинское,Новомосковский административный округ,Новая Москва
5891,84253,1.55781099,228,Первомайское,Троицкий административный округ,Новая Москва
5892,84253,0.94284545,227,Марушкинское,Новомосковский административный округ,Новая Москва
5893,84254,2.50065845,227,Марушкинское,Новомосковский административный округ,Новая Москва
5894,84255,2.5006596599999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
5895,84256,2.50066053,227,Марушкинское,Новомосковский административный округ,Новая Москва
5896,84257,2.35885077,227,Марушкинское,Новомосковский административный округ,Новая Москва
5897,84257,0.14181091,228,Первомайское,Троицкий административный округ,Новая Москва
5898,84258,2.46800086,227,Марушкинское,Новомосковский административный округ,Новая Москва
5899,84258,0.03266163,228,Первомайское,Троицкий административный округ,Новая Москва
5900,84259,2.5006642,227,Марушкинское,Новомосковский административный округ,Новая Москва
5901,84260,2.50066373,227,Марушкинское,Новомосковский административный округ,Новая Москва
5902,84261,2.50066567,227,Марушкинское,Новомосковский административный округ,Новая Москва
5903,84262,2.5006666699999998,227,Марушкинское,Новомосковский административный округ,Новая Москва
5904,84263,1.37566111,227,Марушкинское,Новомосковский административный округ,Новая Москва
5905,84263,1.1250065200000001,246,Филимонковское,Новомосковский административный округ,Новая Москва
5906,84264,2.5006688699999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5907,84265,2.20813637,246,Филимонковское,Новомосковский административный округ,Новая Москва
5908,84265,0.29253341,227,Марушкинское,Новомосковский административный округ,Новая Москва
5909,84266,2.32042269,227,Марушкинское,Новомосковский административный округ,Новая Москва
5910,84266,0.18024888,246,Филимонковское,Новомосковский административный округ,Новая Москва
5911,84267,1.41544758,227,Марушкинское,Новомосковский административный округ,Новая Москва
5912,84267,1.08522391,246,Филимонковское,Новомосковский административный округ,Новая Москва
5913,84268,2.07626924,246,Филимонковское,Новомосковский административный округ,Новая Москва
5914,84268,0.42440305999999994,227,Марушкинское,Новомосковский административный округ,Новая Москва
5915,84269,1.7381407800000002,246,Филимонковское,Новомосковский административный округ,Новая Москва
5916,84269,0.76253246,227,Марушкинское,Новомосковский административный округ,Новая Москва
5917,84270,2.5006738399999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5918,84271,2.50067425,246,Филимонковское,Новомосковский административный округ,Новая Москва
5919,84272,2.50067494,246,Филимонковское,Новомосковский административный округ,Новая Москва
5920,84273,2.50067652,246,Филимонковское,Новомосковский административный округ,Новая Москва
5921,84274,2.50067623,246,Филимонковское,Новомосковский административный округ,Новая Москва
5922,84275,2.5006768299999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5923,84276,2.5006774,246,Филимонковское,Новомосковский административный округ,Новая Москва
5924,84277,2.50067793,246,Филимонковское,Новомосковский административный округ,Новая Москва
5925,84278,2.4992615799999998,246,Филимонковское,Новомосковский административный округ,Новая Москва
5926,84278,0.00141686,238,Сосенское,Новомосковский административный округ,Новая Москва
5927,84279,1.53865626,246,Филимонковское,Новомосковский административный округ,Новая Москва
5928,84279,0.9620225,238,Сосенское,Новомосковский административный округ,Новая Москва
5929,84280,2.34873697,238,Сосенское,Новомосковский административный округ,Новая Москва
5930,84280,0.15194269,246,Филимонковское,Новомосковский административный округ,Новая Москва
5931,84281,2.50067977,238,Сосенское,Новомосковский административный округ,Новая Москва
5932,84282,2.50067985,238,Сосенское,Новомосковский административный округ,Новая Москва
5933,84283,2.5006801999999997,238,Сосенское,Новомосковский административный округ,Новая Москва
5934,84284,2.50068052,238,Сосенское,Новомосковский административный округ,Новая Москва
5935,84285,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
5936,84286,2.5006810699999997,238,Сосенское,Новомосковский административный округ,Новая Москва
5937,84287,2.50068191,238,Сосенское,Новомосковский административный округ,Новая Москва
5938,84288,2.5006815,238,Сосенское,Новомосковский административный округ,Новая Москва
5939,84289,2.50068198,238,Сосенское,Новомосковский административный округ,Новая Москва
5940,84290,2.50068181,238,Сосенское,Новомосковский административный округ,Новая Москва
5941,84291,2.50068191,238,Сосенское,Новомосковский административный округ,Новая Москва
5942,84292,2.50068199,238,Сосенское,Новомосковский административный округ,Новая Москва
5943,84293,2.50068204,238,Сосенское,Новомосковский административный округ,Новая Москва
5944,84294,2.50068358,238,Сосенское,Новомосковский административный округ,Новая Москва
5945,84295,2.50068143,238,Сосенское,Новомосковский административный округ,Новая Москва
5946,84296,2.5006826,238,Сосенское,Новомосковский административный округ,Новая Москва
5947,84297,2.5006813,238,Сосенское,Новомосковский административный округ,Новая Москва
5948,84298,2.50068241,238,Сосенское,Новомосковский административный округ,Новая Москва
5949,84299,2.50068197,238,Сосенское,Новомосковский административный округ,Новая Москва
5950,84300,2.43749835,238,Сосенское,Новомосковский административный округ,Новая Москва
5951,84300,0.06318283999999999,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5952,84301,0.59233136,238,Сосенское,Новомосковский административный округ,Новая Москва
5953,84301,1.59483255,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5954,84301,0.31351769,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5955,84302,2.49553845,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5956,84302,0.00514322,35,Южное Бутово,Юго-Западный административный округ,Старая Москва
5957,84303,2.5006801999999997,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5958,84304,2.50068112,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5959,84305,2.5006805,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5960,84306,1.29129973,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
5961,84846,2.43889568,227,Марушкинское,Новомосковский административный округ,Новая Москва
5962,84847,2.50064881,227,Марушкинское,Новомосковский административный округ,Новая Москва
5963,84848,2.50065084,227,Марушкинское,Новомосковский административный округ,Новая Москва
5964,84849,2.50065178,227,Марушкинское,Новомосковский административный округ,Новая Москва
5965,84850,2.5006532999999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
5966,84851,2.50065463,227,Марушкинское,Новомосковский административный округ,Новая Москва
5967,84852,2.49917007,227,Марушкинское,Новомосковский административный округ,Новая Москва
5968,84852,0.0014858699999999998,228,Первомайское,Троицкий административный округ,Новая Москва
5969,84853,2.2096936499999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
5970,84853,0.29096331999999997,228,Первомайское,Троицкий административный округ,Новая Москва
5971,84854,2.50065799,227,Марушкинское,Новомосковский административный округ,Новая Москва
5972,84855,2.50065935,227,Марушкинское,Новомосковский административный округ,Новая Москва
5973,84856,2.50065992,227,Марушкинское,Новомосковский административный округ,Новая Москва
5974,84857,2.50066107,227,Марушкинское,Новомосковский административный округ,Новая Москва
5975,84858,2.5006625,227,Марушкинское,Новомосковский административный округ,Новая Москва
5976,84859,2.50066435,227,Марушкинское,Новомосковский административный округ,Новая Москва
5977,84860,2.5006648,227,Марушкинское,Новомосковский административный округ,Новая Москва
5978,84861,2.50066597,227,Марушкинское,Новомосковский административный округ,Новая Москва
5979,84862,1.9987580900000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
5980,84862,0.5019095,246,Филимонковское,Новомосковский административный округ,Новая Москва
5981,84863,2.2138059599999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5982,84863,0.28686197,227,Марушкинское,Новомосковский административный округ,Новая Москва
5983,84864,2.5006685699999998,246,Филимонковское,Новомосковский административный округ,Новая Москва
5984,84865,2.5006691699999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5985,84866,2.49415694,246,Филимонковское,Новомосковский административный округ,Новая Москва
5986,84866,0.00651356,227,Марушкинское,Новомосковский административный округ,Новая Москва
5987,84867,2.48863923,246,Филимонковское,Новомосковский административный округ,Новая Москва
5988,84867,0.01203212,227,Марушкинское,Новомосковский административный округ,Новая Москва
5989,84868,2.50067139,246,Филимонковское,Новомосковский административный округ,Новая Москва
5990,84869,2.50067278,246,Филимонковское,Новомосковский административный округ,Новая Москва
5991,84870,2.50067353,246,Филимонковское,Новомосковский административный округ,Новая Москва
5992,84871,2.50067441,246,Филимонковское,Новомосковский административный округ,Новая Москва
5993,84872,2.50067494,246,Филимонковское,Новомосковский административный округ,Новая Москва
5994,84873,2.50067652,246,Филимонковское,Новомосковский административный округ,Новая Москва
5995,84874,2.50067623,246,Филимонковское,Новомосковский административный округ,Новая Москва
5996,84875,2.5006768299999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
5997,84876,2.50067739,246,Филимонковское,Новомосковский административный округ,Новая Москва
5998,84877,2.4569502,246,Филимонковское,Новомосковский административный округ,Новая Москва
5999,84877,0.04372773,238,Сосенское,Новомосковский административный округ,Новая Москва
6000,84878,2.10841665,246,Филимонковское,Новомосковский административный округ,Новая Москва
6001,84878,0.39226178999999994,238,Сосенское,Новомосковский административный округ,Новая Москва
6002,84879,2.42960843,238,Сосенское,Новомосковский административный округ,Новая Москва
6003,84879,0.07107063,246,Филимонковское,Новомосковский административный округ,Новая Москва
6004,84880,2.50068027,238,Сосенское,Новомосковский административный округ,Новая Москва
6005,84881,2.50068038,238,Сосенское,Новомосковский административный округ,Новая Москва
6006,84882,2.50068046,238,Сосенское,Новомосковский административный округ,Новая Москва
6007,84883,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
6008,84884,2.5006811300000003,238,Сосенское,Новомосковский административный округ,Новая Москва
6009,84885,2.50068142,238,Сосенское,Новомосковский административный округ,Новая Москва
6010,84886,2.50068168,238,Сосенское,Новомосковский административный округ,Новая Москва
6011,84887,2.5006825200000002,238,Сосенское,Новомосковский административный округ,Новая Москва
6012,84888,2.50068211,238,Сосенское,Новомосковский административный округ,Новая Москва
6013,84889,2.50068259,238,Сосенское,Новомосковский административный округ,Новая Москва
6014,84890,2.50068242,238,Сосенское,Новомосковский административный округ,Новая Москва
6015,84891,2.50068253,238,Сосенское,Новомосковский административный округ,Новая Москва
6016,84892,2.5006826,238,Сосенское,Новомосковский административный округ,Новая Москва
6017,84893,2.5006826500000003,238,Сосенское,Новомосковский административный округ,Новая Москва
6018,84894,2.50068419,238,Сосенское,Новомосковский административный округ,Новая Москва
6019,84895,2.50068204,238,Сосенское,Новомосковский административный округ,Новая Москва
6020,84896,2.50068321,238,Сосенское,Новомосковский административный округ,Новая Москва
6021,84897,2.50068191,238,Сосенское,Новомосковский административный округ,Новая Москва
6022,84898,2.5006830300000003,238,Сосенское,Новомосковский административный округ,Новая Москва
6023,84899,2.50068258,238,Сосенское,Новомосковский административный округ,Новая Москва
6024,84900,2.4884074,238,Сосенское,Новомосковский административный округ,Новая Москва
6025,84900,0.01227486,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6026,84901,0.58298767,238,Сосенское,Новомосковский административный округ,Новая Москва
6027,84901,1.91751079,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6028,84902,2.50068229,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6029,84903,2.50068081,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6030,84904,2.50068174,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6031,84905,2.50068111,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6032,84906,2.4057323,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
6033,84906,0.09494785,62,Чертаново Южное,Южный административный округ,Старая Москва
6034,85446,2.1292677799999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
6035,85447,2.5006475,227,Марушкинское,Новомосковский административный округ,Новая Москва
6036,85448,2.50064865,227,Марушкинское,Новомосковский административный округ,Новая Москва
6037,85449,2.50064993,227,Марушкинское,Новомосковский административный округ,Новая Москва
6038,85450,2.5006513200000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
6039,85451,2.50065223,227,Марушкинское,Новомосковский административный округ,Новая Москва
6040,85452,2.50065341,227,Марушкинское,Новомосковский административный округ,Новая Москва
6041,85453,2.50065471,227,Марушкинское,Новомосковский административный округ,Новая Москва
6042,85454,2.50065629,227,Марушкинское,Новомосковский административный округ,Новая Москва
6043,85455,2.50065768,227,Марушкинское,Новомосковский административный округ,Новая Москва
6044,85456,2.5006596599999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
6045,85457,2.50066084,227,Марушкинское,Новомосковский административный округ,Новая Москва
6046,85458,2.50066168,227,Марушкинское,Новомосковский административный округ,Новая Москва
6047,85459,2.5006628,227,Марушкинское,Новомосковский административный округ,Новая Москва
6048,85460,2.50066359,227,Марушкинское,Новомосковский административный округ,Новая Москва
6049,85461,2.50066464,227,Марушкинское,Новомосковский административный округ,Новая Москва
6050,85462,2.5006653599999997,227,Марушкинское,Новомосковский административный округ,Новая Москва
6051,85463,1.8197786999999999,227,Марушкинское,Новомосковский административный округ,Новая Москва
6052,85463,0.6808882799999999,246,Филимонковское,Новомосковский административный округ,Новая Москва
6053,85464,2.48924593,246,Филимонковское,Новомосковский административный округ,Новая Москва
6054,85464,0.011421400000000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
6055,85465,2.5006685699999998,246,Филимонковское,Новомосковский административный округ,Новая Москва
6056,85466,2.50066978,246,Филимонковское,Новомосковский административный округ,Новая Москва
6057,85467,2.50067065,246,Филимонковское,Новомосковский административный округ,Новая Москва
6058,85468,2.50067241,246,Филимонковское,Новомосковский административный округ,Новая Москва
6059,85469,2.5006717000000003,246,Филимонковское,Новомосковский административный округ,Новая Москва
6060,85470,2.5006737,246,Филимонковское,Новомосковский административный округ,Новая Москва
6061,85471,2.5006738399999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
6062,85472,2.5006747099999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
6063,85473,2.50067525,246,Филимонковское,Новомосковский административный округ,Новая Москва
6064,85474,2.50067606,246,Филимонковское,Новомосковский административный округ,Новая Москва
6065,85475,2.50067669,246,Филимонковское,Новомосковский административный округ,Новая Москва
6066,85476,2.5006768299999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
6067,85477,2.5006774,246,Филимонковское,Новомосковский административный округ,Новая Москва
6068,85478,2.50067793,246,Филимонковское,Новомосковский административный округ,Новая Москва
6069,85479,1.4032297599999999,238,Сосенское,Новомосковский административный округ,Новая Москва
6070,85479,1.09744867,246,Филимонковское,Новомосковский административный округ,Новая Москва
6071,85480,2.50067891,238,Сосенское,Новомосковский административный округ,Новая Москва
6072,85481,2.50067997,238,Сосенское,Новомосковский административный округ,Новая Москва
6073,85482,2.50068008,238,Сосенское,Новомосковский административный округ,Новая Москва
6074,85483,2.50068,238,Сосенское,Новомосковский административный округ,Новая Москва
6075,85484,2.5006801999999997,238,Сосенское,Новомосковский административный округ,Новая Москва
6076,85485,2.50068052,238,Сосенское,Новомосковский административный округ,Новая Москва
6077,85486,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
6078,85487,2.5006810699999997,238,Сосенское,Новомосковский административный округ,Новая Москва
6079,85488,2.50068191,238,Сосенское,Новомосковский административный округ,Новая Москва
6080,85489,2.5006815,238,Сосенское,Новомосковский административный округ,Новая Москва
6081,85490,2.50068198,238,Сосенское,Новомосковский административный округ,Новая Москва
6082,85491,2.50068181,238,Сосенское,Новомосковский административный округ,Новая Москва
6083,85492,2.50068192,238,Сосенское,Новомосковский административный округ,Новая Москва
6084,85493,2.50068199,238,Сосенское,Новомосковский административный округ,Новая Москва
6085,85494,2.50068204,238,Сосенское,Новомосковский административный округ,Новая Москва
6086,85495,2.50068358,238,Сосенское,Новомосковский административный округ,Новая Москва
6087,85496,2.50068143,238,Сосенское,Новомосковский административный округ,Новая Москва
6088,85497,2.5006826,238,Сосенское,Новомосковский административный округ,Новая Москва
6089,85498,2.5006813,238,Сосенское,Новомосковский административный округ,Новая Москва
6090,85499,2.50068242,238,Сосенское,Новомосковский административный округ,Новая Москва
6091,85500,2.13501757,238,Сосенское,Новомосковский административный округ,Новая Москва
6092,85500,0.36556173000000003,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
