zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move
90877,479,506,644,33
90878,811,313,669,24
90879,792,421,803,24
90880,698,534,814,22
90881,1157,1683,2112,55
90882,1436,1207,1794,56
90883,496,230,352,43
90884,758,433,691,55
90885,1622,727,1304,110
90886,1904,240,907,104
90887,2644,697,1627,129
90888,3825,771,2216,167
90889,3639,503,1926,204
90890,1662,201,887,76
90891,689,139,408,30
90892,721,192,428,44
90893,2228,332,1099,147
90894,3389,579,1791,181
90895,5317,781,2744,277
90896,4638,1700,3477,228
90897,1811,1698,2417,81
90898,1846,1362,2101,84
90899,590,398,616,31
90900,622,492,681,51
90901,711,747,1018,63
90902,869,609,949,53
90903,805,440,723,35
90904,554,323,528,30
90905,433,157,292,20
90906,441,214,372,35
90907,317,90,210,16
90908,3909,529,1997,172
90909,4160,865,2477,199
90910,3864,818,2178,192
90911,4155,1854,3472,182
90912,6135,1364,3777,287
90913,4388,769,2353,238
90914,3603,650,1880,225
90915,5208,924,2653,299
90916,1071,175,492,85
91436,204,45,144,11
91437,92,16,58,4
91438,185,66,156,3
91439,336,69,238,15
91440,224,54,156,8
91441,105,23,75,4
91442,90,19,56,4
91443,411,85,233,25
91444,367,44,163,18
91445,680,106,344,45
91446,1233,202,632,53
91447,484,221,379,19
91448,624,430,737,35
91449,1172,526,1102,33
91450,840,156,497,54
91451,919,133,505,50
91452,700,120,392,43
91453,461,104,323,9
91454,309,98,202,14
91455,283,77,168,23
91456,297,258,382,12
91457,430,176,316,26
91458,578,110,299,30
91459,187,68,118,7
91460,122,167,204,7
91461,186,119,213,5
91462,182,101,188,13
91463,173,114,180,4
91464,231,115,198,10
91465,321,302,406,16
91466,223,183,237,27
91467,434,203,331,45
91468,737,438,652,36
91469,559,343,507,38
91470,846,357,649,42
91471,1600,622,1356,31
91472,855,407,773,27
91473,1464,805,1349,80
91474,2493,402,1297,136
91475,1991,513,1219,72
91476,930,1059,1469,13
91477,599,729,968,28
91478,1191,381,898,36
91479,2002,490,1221,94
91480,2592,401,1339,168
91481,2187,315,1126,125
91482,1508,208,824,93
91483,881,158,485,24
91484,940,195,506,64
91485,2113,357,1185,95
91486,3919,699,2267,201
91487,4687,794,2641,243
91488,3135,944,2166,160
91489,1340,1957,2533,78
91490,1722,1995,2700,50
91491,490,498,695,27
91492,731,572,862,52
91493,364,191,325,25
91494,1638,414,967,114
91495,1726,612,1190,101
91496,895,375,660,70
91497,488,242,409,24
91498,338,248,376,25
91499,540,217,418,25
91500,2483,506,1482,121
91501,2935,445,1589,106
91502,2805,1964,2980,174
91503,2800,1163,2201,140
91504,5274,1077,3010,310
91505,3624,754,2062,180
91506,2627,477,1353,153
91507,2608,392,1253,150
91508,1506,339,894,86
91509,478,167,317,22
92028,131,27,82,6
92029,103,14,66,2
92030,174,40,118,7
92031,298,89,228,0
92032,92,24,58,0
92033,65,7,36,2
92034,66,17,46,1
92035,106,18,66,7
92036,180,37,100,8
92037,709,107,341,68
92038,1595,237,689,110
92039,625,162,378,39
92040,466,245,420,34
92041,993,401,789,51
92042,1933,316,1035,154
92043,1696,289,912,109
92044,911,144,467,58
92045,577,87,357,19
92046,378,102,249,21
92047,377,106,253,11
92048,209,59,146,8
92049,309,113,217,16
92050,252,88,182,6
92051,196,45,103,15
92052,177,198,259,4
92053,170,336,411,8
92054,154,218,273,3
92055,122,95,136,4
92056,256,167,232,8
92057,335,237,366,17
92058,410,207,313,20
92059,337,166,273,15
92060,548,295,486,19
92061,620,334,506,25
92062,1404,754,1294,38
92063,1179,450,944,68
92064,1294,269,768,57
92065,2393,415,1298,126
92066,4159,606,2105,207
92067,2522,566,1491,112
92068,1528,1591,2102,56
92069,531,386,584,24
92070,639,196,472,29
92071,1158,309,730,62
92072,1396,193,685,80
92073,1430,252,795,93
92074,842,149,483,34
92075,650,183,450,24
92076,977,212,551,61
92077,1771,443,1022,106
92078,3087,577,1789,142
92079,4895,783,2555,255
92080,3409,1056,2278,177
92081,1897,2095,2824,93
92082,1140,2488,3022,45
92083,856,1147,1423,56
92084,905,916,1185,65
92085,1188,445,939,66
92086,2151,483,1208,107
92087,3155,712,1912,168
92088,2011,670,1366,105
92089,1294,679,1072,76
92090,536,204,374,41
92091,571,146,353,34
92092,3661,585,1902,196
92093,3916,604,2002,164
92094,3780,2875,4133,268
92095,3970,1085,2574,205
92096,4501,648,2248,258
92097,4079,677,2130,227
92098,4498,658,2268,233
92099,5097,783,2747,257
92100,1777,355,962,130
92101,267,75,165,27
92102,258,167,272,11
92103,392,292,438,23
92626,147,29,96,9
92627,64,13,42,1
92628,107,19,62,2
92629,181,35,102,14
92630,270,40,112,29
92631,487,73,229,31
92632,148,45,91,11
92633,186,43,109,8
92634,436,155,329,20
92635,1408,232,695,87
92636,2173,245,1084,130
92637,1008,228,557,46
92638,677,80,316,41
92639,218,38,121,5
92640,307,113,237,11
92641,344,86,242,11
92642,239,69,149,9
92643,252,85,175,6
92644,256,77,179,16
92645,225,182,277,12
92646,172,146,222,8
92647,117,108,162,1
92648,135,135,186,4
92649,338,312,429,14
92650,386,755,888,12
92651,517,442,583,28
92652,839,449,711,25
92653,601,325,545,33
92654,860,662,930,52
92655,1470,497,956,80
92656,1135,254,650,47
92657,1443,277,737,80
92658,1961,366,1096,89
92659,2894,542,1638,152
92660,1116,265,673,56
92661,2940,1370,2385,129
92662,1382,740,1190,75
92663,677,238,478,32
92664,683,196,429,39
92665,532,246,456,16
92666,628,174,384,25
92667,758,197,510,35
92668,449,127,310,30
92669,421,131,241,33
92670,836,195,434,80
92671,4200,634,2243,204
92672,5717,1103,3200,311
92673,4046,881,2445,188
92674,3200,1352,2516,147
92675,1831,2788,3512,98
92676,838,1203,1471,46
92677,525,766,932,39
92678,1121,704,1055,69
92679,4016,786,1977,291
92680,4385,982,2495,255
92681,3466,1292,2520,174
92682,1823,710,1286,127
92683,740,184,422,51
92684,769,127,366,68
92685,3008,455,1466,218
92686,2965,472,1618,124
92687,2417,937,1835,139
92688,3854,710,2127,205
92689,4486,610,2236,268
92690,4141,657,2088,225
92691,3698,444,1772,204
92692,3270,500,1486,214
92693,1032,335,682,63
92694,318,116,226,24
92695,378,468,632,10
92696,334,312,473,19
92697,473,367,530,32
93220,140,19,99,5
93221,88,15,57,5
93222,110,31,78,5
93223,128,37,114,9
93224,76,27,65,1
93225,112,27,81,4
93226,396,51,187,28
93227,462,98,230,40
93228,635,140,360,48
93229,1086,185,532,75
93230,683,89,276,56
93231,706,91,347,52
93232,663,170,394,39
93233,761,184,453,32
93234,631,136,366,39
93235,600,165,430,21
93236,736,157,478,54
93237,299,117,232,13
93238,337,163,281,23
93239,291,173,271,20
93240,189,238,306,11
93241,305,328,475,15
93242,412,325,509,11
93243,453,444,594,24
93244,544,528,743,18
93245,701,642,892,28
93246,346,330,448,18
93247,352,224,336,24
93248,697,216,423,37
93249,1020,323,660,60
93250,2584,669,1653,141
93251,3651,532,1830,189
93252,1312,214,709,60
93253,1141,230,682,55
93254,4344,798,2473,169
93255,3580,706,2137,146
93256,2415,401,1339,107
93257,851,143,451,41
93258,436,302,447,22
93259,511,316,560,19
93260,551,200,397,30
93261,323,63,170,14
93262,278,57,175,18
93263,474,71,191,41
93264,1385,275,805,58
93265,4136,897,2399,240
93266,4514,794,2438,247
93267,3787,927,2349,155
93268,1844,2007,2652,106
93269,1298,1848,2216,61
93270,759,1701,1988,37
93271,976,677,1031,38
93272,2964,683,1853,162
93273,2231,369,1155,141
93274,3529,504,1797,183
93275,2766,466,1397,138
93276,1120,162,494,79
93277,827,136,472,55
93278,1243,208,612,90
93279,1647,305,841,100
93280,1484,274,763,106
93281,1345,238,680,90
93282,2353,358,1116,172
93283,2418,421,1292,125
93284,2862,438,1425,173
93285,2376,374,1179,126
93286,1113,256,623,72
93287,597,225,439,29
93288,471,174,328,26
93289,950,478,886,56
93290,1201,300,750,63
93291,1013,350,760,54
93815,78,15,49,6
93816,189,36,102,9
93817,175,47,131,3
93818,62,24,58,0
93819,59,10,35,1
93820,190,25,82,8
93821,226,63,144,9
93822,219,56,151,7
93823,400,39,190,13
93824,1706,180,691,70
93825,1323,209,614,86
93826,1570,410,829,114
93827,1832,445,1084,108
93828,2051,610,1390,108
93829,1982,487,1268,91
93830,1088,575,1001,51
93831,626,179,439,27
93832,1037,322,726,56
93833,461,162,329,32
93834,269,98,162,24
93835,314,216,306,25
93836,530,507,719,20
93837,801,501,827,44
93838,497,1734,1916,20
93839,714,7302,7687,20
93840,504,2044,2267,13
93841,481,343,516,23
93842,540,289,466,26
93843,960,314,671,46
93844,2087,458,1197,130
93845,3475,505,1766,191
93846,1187,245,692,50
93847,1340,312,894,56
93848,2809,545,1692,138
93849,5662,1450,3538,281
93850,3878,750,2155,170
93851,3033,405,1534,153
93852,1434,243,777,88
93853,634,135,360,37
93854,493,310,496,11
93855,354,147,254,28
93856,326,162,288,14
93857,598,150,340,43
93858,1978,529,1262,93
93859,2442,747,1696,116
93860,4717,875,2531,249
93861,6322,1216,3592,303
93862,2086,1354,2187,113
93863,928,1187,1467,44
93864,431,1186,1363,25
93865,543,437,647,35
93866,2918,667,1668,150
93867,5396,982,2958,235
93868,3817,516,1733,227
93869,3794,557,1777,242
93870,3038,455,1604,150
93871,1151,211,573,81
93872,628,201,439,25
93873,800,306,547,37
93874,1169,284,628,91
93875,1858,389,964,121
93876,2423,412,1140,168
93877,2962,544,1546,152
93878,5199,986,2522,343
93879,6532,807,3056,340
93880,3782,679,1871,226
93881,2421,477,1236,133
93882,825,147,422,52
93883,1357,355,884,55
93884,1826,298,1020,78
93885,2066,330,1161,73
94408,191,50,141,10
94409,108,19,70,6
94410,139,31,86,4
94411,109,28,77,11
94412,115,21,73,5
94413,83,10,54,3
94414,126,28,89,2
94415,236,52,133,3
94416,376,70,171,22
94417,401,55,186,23
94418,1201,133,503,63
94419,1512,220,666,60
94420,1548,278,758,89
94421,1944,301,985,123
94422,3343,745,1947,190
94423,5073,926,2902,242
94424,1773,790,1465,97
94425,2278,711,1516,118
94426,1945,410,1046,116
94427,872,198,480,30
94428,501,129,274,23
94429,684,154,356,40
94430,906,456,771,76
94431,861,586,862,56
94432,645,574,825,10
94433,315,1750,1904,6
94434,229,277,367,9
94435,461,585,713,24
94436,378,390,522,24
94437,413,119,275,17
94438,736,199,455,50
94439,1186,284,647,65
94440,1311,249,689,66
94441,1127,232,643,47
94442,2463,390,1332,100
94443,4285,631,2255,205
94444,3624,1164,2447,167
94445,4440,857,2480,196
94446,3320,513,1727,203
94447,1134,344,782,48
94448,386,209,334,37
94449,377,876,1001,28
94450,354,239,374,6
94451,533,149,328,23
94452,1555,582,1147,103
94453,2590,1178,2125,107
94454,3539,842,1995,187
94455,2894,532,1562,147
94456,2002,810,1438,165
94457,1033,1369,1745,39
94458,331,742,879,22
94459,430,399,556,16
94460,2249,927,1639,116
94461,4513,1017,2489,237
94462,4173,719,2169,272
94463,4381,804,2346,265
94464,2832,673,1659,213
94465,1874,319,929,142
94466,1041,224,604,57
94467,569,146,360,25
94468,757,179,433,45
94469,1138,162,530,87
94470,1024,170,506,54
94471,1497,249,706,107
94472,2596,462,1293,182
94473,3854,508,1859,208
94474,4128,631,1973,267
94475,4869,534,2183,308
94476,797,120,413,36
94477,1250,309,807,57
94478,1740,418,1086,83
94479,1134,303,730,50
94480,471,439,592,31
95002,119,33,90,5
95003,120,25,70,4
95004,114,37,77,5
95005,132,52,95,6
95006,110,27,78,8
95007,105,20,62,1
95008,190,43,112,9
95009,251,58,150,8
95010,621,101,307,33
95011,1090,152,531,50
95012,1660,263,777,84
95013,2585,350,1127,163
95014,4276,636,2142,220
95015,3789,610,2081,199
95016,3969,733,2214,212
95017,3146,495,1624,187
95018,2910,519,1492,158
95019,1153,457,855,74
95020,1280,402,887,64
95021,959,175,468,52
95022,1679,325,890,103
95023,1649,430,1068,87
95024,1002,401,807,53
95025,483,356,573,17
95026,214,443,545,7
95027,212,507,608,2
95028,260,357,461,5
95029,313,202,309,11
95030,1022,263,604,49
95031,3040,568,1728,145
95032,2054,355,1151,88
95033,1333,586,1079,64
95034,2064,847,1600,124
95035,2783,753,1750,121
95036,3026,460,1620,154
95037,3733,1169,2540,183
95038,4182,1353,2841,188
95039,5227,996,2861,277
95040,1714,1407,2060,122
95041,635,1224,1474,24
95042,526,935,1146,13
95043,661,254,503,40
95044,1127,299,733,81
95045,1285,607,1121,89
95046,3163,1125,2254,149
95047,4457,1143,2446,254
95048,4508,835,2312,268
95049,2319,937,1807,107
95050,825,955,1295,32
95051,458,787,968,24
95052,516,503,661,39
95053,1467,467,857,100
95054,3250,601,1561,206
95055,2700,767,1645,133
95056,3191,1205,2253,217
95057,1347,954,1338,93
95058,1272,344,781,61
95059,1052,389,706,64
95060,1281,394,846,70
95061,2253,404,1148,141
95062,2466,335,1130,155
95063,3119,405,1496,213
95064,2703,438,1232,192
95065,2893,534,1355,181
95066,1759,288,898,81
95067,2932,440,1475,168
95068,4869,624,2291,325
95069,2018,281,1017,139
95070,811,186,558,26
95071,579,320,538,32
95072,409,507,666,8
95073,197,304,365,7
95074,276,654,754,25
95597,114,23,73,5
95598,147,43,109,5
95599,207,28,95,7
95600,149,27,95,13
95601,126,24,69,5
95602,257,63,188,7
95603,288,57,161,22
95604,477,90,265,18
95605,699,110,366,18
95606,1004,165,490,51
95607,1706,254,871,84
95608,3924,538,1866,228
95609,1890,282,1004,92
95610,1413,218,755,82
95611,2086,292,1038,82
95612,1660,439,1047,59
95613,1069,318,711,59
95614,1975,447,1095,113
95615,2829,416,1361,165
95616,3306,508,1741,146
95617,5290,962,2959,301
95618,1529,340,873,101
95619,387,235,405,20
95620,124,199,254,8
95621,176,442,544,7
95622,260,160,274,8
95623,275,125,233,14
95624,865,234,533,49
95625,2298,563,1339,103
95626,2834,900,1888,145
95627,3055,1195,2334,116
95628,3747,1828,3085,248
95629,2167,1197,1882,136
95630,2037,475,1212,97
95631,3806,902,2251,170
95632,4127,916,2432,151
95633,3225,1036,2238,148
95634,965,1365,1643,63
95635,546,1972,2190,20
95636,940,755,1036,41
95637,1745,429,1055,90
95638,2857,407,1519,144
95639,1856,649,1397,106
95640,2841,889,1874,139
95641,4039,900,2237,238
95642,4393,795,2348,228
95643,1903,676,1310,118
95644,773,1520,1851,47
95645,587,1609,1877,25
95646,516,884,1087,37
95647,1315,332,750,58
95648,4213,994,2352,284
95649,2095,789,1512,148
95650,1294,1091,1574,77
95651,995,868,1210,56
95652,444,260,423,15
95653,869,396,678,55
95654,1342,399,891,114
95655,4203,597,2188,235
95656,4894,824,2598,328
95657,3464,510,1615,249
95658,4966,1247,2930,305
95659,5077,1150,2995,273
95660,5870,845,2906,322
95661,3366,398,1460,272
95662,1721,246,782,110
95663,1050,217,543,90
95664,430,130,284,19
95665,459,610,808,7
95666,308,850,960,12
95667,140,1008,1070,2
95668,175,1022,1095,10
95669,294,1012,1114,10
96201,176,18,121,3
96202,295,58,188,15
96203,779,81,358,36
96204,2095,309,1016,119
96205,706,167,439,23
96206,614,82,335,33
96207,1157,242,681,48
96208,1160,749,1188,62
96209,1464,337,912,76
96210,1147,180,535,63
96211,4035,823,2355,227
96212,4777,820,2470,297
96213,4709,690,2363,260
96214,2079,315,1036,95
96215,792,210,469,53
96216,559,326,541,29
96217,276,292,409,8
96218,186,192,261,3
96219,556,208,439,21
96220,1395,467,993,66
96221,1849,813,1410,89
96222,2363,815,1547,127
96223,1885,987,1705,74
96224,1196,646,1088,69
96225,2071,744,1524,106
96226,2861,574,1578,157
96227,3733,734,1988,203
96228,2953,1753,2832,148
96229,1135,3224,3682,62
96230,996,4018,4344,72
96231,1095,1546,1947,53
96232,2718,1170,2066,145
96233,2642,349,1254,147
96234,4347,728,2290,215
96235,3718,770,2038,221
96236,2911,1323,2320,142
96237,3353,819,1965,162
96238,4863,1120,2759,269
96239,2791,1265,2255,151
96240,929,1289,1697,40
96241,565,1674,1923,23
96242,583,826,1059,23
96243,993,557,951,60
96244,727,588,851,27
96245,537,539,714,42
96246,333,471,592,14
96247,438,459,635,17
96248,493,311,494,31
96249,1008,315,682,65
96250,1871,405,1019,168
96251,4506,538,2084,302
96252,3685,684,2050,219
96253,4486,800,2312,265
96254,5612,1178,3157,328
96255,4393,1269,2739,254
96256,5251,823,2585,354
96257,4655,674,2237,254
96258,2758,504,1431,180
96259,980,195,491,72
96260,327,194,331,8
96261,248,522,612,12
96262,289,737,842,14
96263,261,1414,1522,2
96264,245,1114,1216,0
96265,390,1678,1834,16
96266,441,1031,1233,16
96797,238,61,152,8
96798,314,49,172,20
96799,879,208,528,52
96800,388,103,243,19
96801,482,117,308,29
96802,926,130,460,43
96803,1097,641,1019,46
96804,1051,280,659,58
96805,1040,184,531,58
96806,3149,454,1550,179
96807,4242,692,2202,219
96808,3669,804,1981,232
96809,1383,233,638,106
96810,733,117,302,72
96811,265,221,333,13
96812,277,191,266,8
96813,152,78,147,7
96814,552,147,368,21
96815,2225,572,1402,152
96816,2744,780,1854,109
96817,3440,826,2120,131
96818,2474,1080,2046,126
96819,1479,1265,1876,61
96820,1573,471,998,112
96821,2141,640,1355,147
96822,2595,3765,4693,144
96823,1535,2603,3190,50
96824,1295,5119,5597,60
96825,925,3730,4051,67
96826,2115,4655,5455,120
96827,2975,1488,2507,184
96828,4619,908,2556,305
96829,3542,802,2078,242
96830,5516,918,2826,286
96831,4207,1293,2652,313
96832,3964,2013,3379,213
96833,5099,1483,3391,208
96834,3722,1856,3253,195
96835,1256,1697,2234,69
96836,911,1639,2012,42
96837,844,1849,2187,27
96838,882,1237,1532,26
96839,199,206,278,9
96840,235,198,288,11
96841,211,357,464,22
96842,194,276,342,22
96843,452,328,472,45
96844,1081,319,670,94
96845,1830,526,1190,150
96846,2093,597,1354,172
96847,1181,742,1165,99
96848,1957,1046,1739,129
96849,3160,1187,2300,193
96850,4171,908,2232,242
96851,4504,687,2230,263
96852,6278,1340,3544,353
96853,5708,997,2895,387
96854,1938,257,935,103
96855,468,141,280,19
96856,211,94,164,11
96857,294,411,512,10
96858,255,566,696,10
96859,665,764,1025,0
96860,613,2792,3141,6
96861,883,4987,5479,9
97392,348,104,258,20
97393,422,134,345,14
97395,586,214,481,30
97396,515,92,282,37
97397,439,81,246,30
97399,534,240,418,35
97400,778,161,442,57
97401,1140,240,610,76
97402,2759,583,1550,159
97403,2864,679,1507,201
97404,1235,277,622,60
97405,839,655,921,44
97406,408,449,605,28
97407,263,200,294,14
97408,287,85,169,20
97409,648,106,333,28
97410,3775,648,2072,192
97411,2542,659,1600,111
97412,2999,917,2061,145
97413,3342,751,2086,149
97414,1291,316,819,45
97415,2054,784,1438,145
97416,3071,816,1995,156
97417,3519,986,2188,216
97418,1435,1335,1885,63
97419,814,2632,2971,39
97420,960,3235,3578,57
97421,1970,3174,3933,108
97422,3383,1683,2835,204
97423,4195,863,2327,220
97424,3963,695,2060,251
97425,4427,618,2164,246
97426,6776,1663,3926,366
97427,6720,2318,4529,403
97428,4156,1400,2772,241
97429,3879,1353,2731,228
97430,1668,1184,1817,99
97431,903,994,1347,47
97432,853,1188,1582,28
97433,1098,1044,1477,57
97434,552,320,525,30
97435,175,168,227,7
97436,181,276,347,6
97437,146,162,198,6
97438,193,290,360,3
97439,930,548,889,83
97440,1053,510,844,85
97441,1316,760,1236,107
97442,1026,770,1160,74
97443,1258,1034,1529,67
97444,2076,1404,2127,144
97445,5567,1843,3775,258
97446,5198,1229,2835,286
97447,4526,932,2383,267
97448,3448,444,1489,225
97449,3999,585,1830,244
97450,711,130,343,32
97451,724,195,402,33
97452,597,347,534,22
97453,241,383,480,13
97454,396,684,875,7
97455,157,368,461,1
97456,162,377,456,2
97991,97,35,75,3
97998,746,192,466,48
97999,690,260,532,33
98000,630,601,831,25
98001,647,287,536,23
98002,1529,295,742,93
98003,1723,217,761,98
98004,3484,1061,2371,156
98005,2353,1225,2019,104
98006,1821,1989,2660,97
98007,2393,730,1610,94
98008,2240,599,1466,119
98009,2317,1163,2045,86
98010,5002,1342,3206,216
98011,4043,949,2431,184
98012,1805,1035,1695,86
98013,1235,1694,2154,79
98014,2328,2104,2875,140
98015,4567,2123,3669,239
98016,3284,2504,3575,239
98017,2769,728,1685,213
98018,4303,1653,3231,223
98019,3226,1001,2168,200
98020,2186,2691,3406,149
98021,3284,1791,2914,205
98022,2532,684,1579,164
98023,2289,654,1475,125
98024,1201,887,1330,79
98025,967,1398,1744,50
98026,1641,1440,2044,81
98027,1329,562,1046,69
98028,956,422,788,59
98029,265,133,228,10
98030,328,164,286,20
98031,239,128,225,21
98032,256,149,238,21
98033,653,437,686,54
98034,807,684,1022,50
98035,576,569,763,49
98036,520,429,647,39
98037,412,266,442,23
98038,1102,667,1090,62
98039,5389,1526,3321,375
98040,5624,1874,3705,302
98041,4758,1205,2720,308
98042,6006,977,2901,339
98043,6242,900,2866,378
98044,1870,324,819,125
98045,531,251,364,30
98046,486,379,518,21
98047,167,261,319,9
98048,241,351,451,5
98049,144,220,297,2
98050,183,241,316,7
98591,440,82,272,16
98592,781,238,530,55
98593,692,512,794,38
98594,680,951,1240,38
98595,1321,725,1211,60
98596,2517,698,1591,114
98597,1473,273,759,105
98598,2491,824,1683,91
98599,2529,1432,2367,138
98600,1711,1499,2083,105
98601,2539,1064,1969,141
98602,2729,1363,2342,144
98603,2350,449,1284,118
98604,3075,858,1956,129
98605,2519,863,1805,132
98606,1900,1644,2368,98
98607,3265,1074,2312,152
98608,2898,1727,2705,163
98609,5237,2855,4690,237
98610,4343,1757,3193,258
98611,4584,946,2417,291
98612,3506,1406,2632,216
98613,3112,1479,2482,179
98614,2624,1076,1991,195
98615,2190,745,1421,113
98616,2466,742,1542,140
98617,2304,1042,1819,161
98618,3035,1534,2715,196
98619,1660,1795,2437,95
98620,1461,928,1464,89
98621,2093,689,1438,140
98622,2207,698,1484,149
98623,1751,585,1168,140
98624,961,276,591,49
98625,960,295,671,55
98626,374,134,288,21
98627,534,342,559,34
98628,571,499,727,40
98629,383,256,346,55
98630,866,270,523,78
98631,682,326,571,54
98632,2493,863,1754,155
98633,3129,780,1861,195
98634,5306,1153,2736,355
98635,5416,846,2579,282
98636,4478,894,2185,245
98637,3851,883,2084,225
98638,4502,845,2081,281
98639,1576,593,975,114
98640,824,498,797,43
98641,852,470,784,35
98642,308,165,282,12
98643,150,76,103,14
98644,340,151,236,21
99184,209,59,163,9
99185,463,106,303,36
99186,702,340,553,78
99187,657,698,946,49
99188,2249,928,1746,139
99189,2832,512,1481,189
99190,2788,594,1569,113
99191,2759,838,1842,135
99192,1799,640,1228,93
99193,1434,593,1105,81
99194,2712,768,1780,115
99195,3145,1402,2492,160
99196,3430,1470,2645,194
99197,2956,1362,2389,154
99198,4002,1657,3159,213
99199,3467,816,2103,180
99200,4427,991,2629,255
99201,3202,924,2151,131
99202,4081,1111,2513,207
99203,2667,922,1820,152
99204,4448,1257,2785,299
99205,3440,2345,3586,219
99206,1789,1584,2260,115
99207,3072,723,1838,168
99208,3473,1014,1987,237
99209,2561,1772,2655,136
99210,1356,2614,3099,71
99211,2243,3972,4825,107
99212,1214,2232,2672,85
99213,983,812,1181,57
99214,1487,1064,1565,80
99215,2457,1137,1964,188
99216,3027,950,1938,175
99217,1128,280,756,47
99218,947,264,631,49
99219,1438,326,826,131
99220,718,266,545,44
99221,826,175,450,31
99222,1201,283,760,63
99223,3381,549,1749,220
99224,1885,1103,1707,156
99225,3232,1213,2403,197
99226,4067,1056,2387,241
99227,5067,923,2388,319
99228,4462,934,2331,230
99229,5402,1208,2941,299
99230,3338,4517,5817,151
99231,2269,1072,1785,108
99232,1799,628,1183,88
99233,979,449,778,38
99234,1103,203,618,68
99235,434,70,243,27
99236,168,51,95,14
99237,198,50,100,20
99770,116,44,110,5
99778,157,174,231,7
99779,546,404,628,44
99780,438,523,702,24
99781,571,501,663,47
99782,2342,750,1572,144
99783,3889,721,2192,238
99784,2415,682,1543,171
99785,1756,889,1509,93
99786,795,250,538,37
99787,1310,297,829,53
99788,2392,563,1434,114
99789,2240,899,1667,126
99790,2349,1061,1914,105
99791,3215,1061,2232,175
99792,3129,920,2151,158
99793,3156,836,2047,132
99794,3575,652,1987,180
99795,3227,850,2005,144
99796,4289,1050,2544,248
99797,4719,4614,6235,260
99798,4142,5040,6386,298
99799,3097,1717,2733,151
99800,1971,1094,1757,130
99801,2452,650,1394,136
99802,2197,442,1177,103
99803,2579,872,1707,159
99804,1414,1734,2212,104
99805,2428,3120,3899,135
99806,2459,2452,3227,145
99807,1591,951,1456,94
99808,2094,635,1363,113
99809,2996,996,1982,131
99810,3129,639,1746,137
99811,3846,518,1923,257
99812,4435,602,2197,281
99813,2659,662,1661,150
99814,1600,255,844,67
99815,1781,282,896,108
99816,1613,236,706,119
99817,4793,728,2306,300
99818,2486,638,1464,179
99819,1959,488,1155,121
99820,4161,591,1940,273
99821,4627,771,2130,280
99822,5612,1333,3027,291
99823,5327,1789,3543,281
99824,2521,1601,2567,112
99825,873,792,1146,25
99826,654,504,765,34
99827,830,397,722,41
99828,426,105,308,11
99829,314,107,220,12
99830,144,42,75,5
99831,182,34,91,16
99834,3796,1498,2593,227
99843,843,444,701,60
99844,498,275,456,32
99845,394,228,368,24
99846,456,133,310,26
99847,627,180,407,24
100364,363,481,642,19
100365,118,147,209,5
100366,88,69,103,8
100367,92,35,75,5
100375,352,447,571,25
100376,376,666,811,30
100377,432,663,823,25
100378,880,808,1120,62
100379,2886,772,1781,156
100380,3598,816,2105,178
100381,1846,987,1769,120
100382,1317,589,1140,59
100383,2211,647,1488,106
100384,2362,736,1570,116
100385,1427,560,1075,69
100386,1528,885,1344,123
100387,2330,1280,2004,123
100388,3011,610,1753,130
100389,2762,678,1708,132
100390,4766,854,2646,260
100391,3674,1176,2481,193
100392,3464,2059,3257,151
100393,2925,1666,2684,166
100394,3429,2377,3608,149
100395,4996,1806,3553,266
100396,3264,1278,2525,161
100397,3723,1082,2367,235
100398,2524,754,1596,190
100399,2728,1581,2588,185
100400,1532,2950,3511,122
100401,803,3675,3985,39
100402,889,1305,1590,58
100403,1952,951,1489,185
100404,5419,1170,2870,374
100405,2443,1171,2138,142
100406,3954,1198,2666,217
100407,3853,475,1865,202
100408,4907,752,2543,324
100409,3025,709,1770,198
100410,1678,343,885,102
100411,1998,396,1078,154
100412,2202,257,866,184
100413,4947,593,2131,344
100414,2307,319,1092,160
100415,1956,452,1126,96
100416,3877,665,1849,253
100417,3331,552,1564,204
100418,2236,589,1259,147
100419,2842,884,1768,185
100420,2072,1524,2273,81
100421,1167,1322,1809,25
100422,487,753,975,13
100423,285,98,178,18
100424,208,57,148,9
100425,222,70,156,17
100426,156,59,118,7
100429,2737,672,1535,141
100430,4159,825,2057,270
100438,1461,375,898,128
100439,1138,169,563,97
100440,415,173,308,21
100441,456,131,298,26
100442,352,122,268,18
100443,529,146,332,36
100960,815,816,1103,70
100961,352,1076,1215,27
100962,118,80,122,8
100971,370,490,630,13
100972,491,746,909,18
100973,391,900,1084,21
100974,1032,1646,2128,31
100975,1903,565,1129,149
100976,2145,400,1079,98
100977,984,355,659,72
100978,1045,603,1052,48
100979,2372,757,1642,93
100980,2810,848,1921,145
100981,1668,816,1458,72
100982,1393,625,1048,83
100983,748,348,562,41
100984,2041,757,1486,75
100985,2563,644,1665,124
100986,3198,855,2040,144
100987,2664,1021,2073,129
100988,3037,1426,2610,111
100989,3281,1233,2355,163
100990,3815,2284,3689,180
100991,3960,1295,2699,203
100992,3417,742,1908,183
100993,5165,1339,3203,270
100994,2352,882,1715,137
100995,823,960,1240,48
100996,786,2341,2634,42
100997,373,1273,1421,17
100998,799,1134,1417,37
100999,934,1084,1391,67
